"Month","Local Electoral Area","Age Group","Primary Course Completed (%)","Monthly Percentage Point Change in Primary Course Completed (%)","Booster 1 (%)","Monthly Percentage Point Change in Booster 1 (%)","Booster 2 (%)","Monthly Percentage Point Change in Booster 2 (%)","Booster 3 (%)","Monthly Percentage Point Change in Booster 3 (%)","Booster 4 (%)","Monthly Percentage Point Change in Booster 4 (%)"
"2021 October","New Ross, Wexford","12 years and over","89.7","1.5","4.9","3.6","","","","","",""
"2021 October","Rosslare, Wexford","5 - 11 years","","","","","","","","","",""
"2021 October","Rosslare, Wexford","12 years and over","95.9","1.3","4.9","3.6","","","","","",""
"2021 October","Wexford, Wexford","5 - 11 years","","","","","","","","","",""
"2021 October","Wexford, Wexford","12 years and over","93.1","1.3","4.7","3.5","","","","","",""
"2021 October","Enniscorthy, Wexford","5 - 11 years","","","","","","","","","",""
"2021 October","Enniscorthy, Wexford","12 years and over","90.6","1.3","4.9","3.7","","","","","",""
"2021 October","Baltinglass, Wicklow","5 - 11 years","","","","","","","","","",""
"2021 October","Baltinglass, Wicklow","12 years and over","89","1.3","4.4","3.2","","","","","",""
"2021 October","Bray West, Wicklow","5 - 11 years","","","","","","","","","",""
"2021 October","Bray West, Wicklow","12 years and over","89.3","1.3","3.2","2.7","","","","","",""
"2021 October","Greystones, Wicklow","5 - 11 years","","","","","","","","","",""
"2021 October","Greystones, Wicklow","12 years and over","96.9","1.3","3.8","2.9","","","","","",""
"2021 October","Wicklow, Wicklow","5 - 11 years","","","","","","","","","",""
"2021 October","Wicklow, Wicklow","12 years and over","94.7","1.6","3.7","3","","","","","",""
"2021 October","Arklow, Wicklow","5 - 11 years","","","","","","","","","",""
"2021 October","Arklow, Wicklow","12 years and over","88.5","2.1","3.7","2.9","","","","","",""
"2021 October","Bray East, Wicklow","5 - 11 years","","","","","","","","","",""
"2021 October","Bray East, Wicklow","12 years and over","90.6","1.2","5.1","4.8","","","","","",""
"2021 October","Rush-Lusk, Fingal","5 - 11 years","","","","","","","","","",""
"2021 October","Rush-Lusk, Fingal","12 years and over","90","1.3","2.1","1.6","","","","","",""
"2021 October","Swords, Fingal","5 - 11 years","","","","","","","","","",""
"2021 October","Swords, Fingal","12 years and over","83.8","1.2","1.7","1.3","","","","","",""
"2021 October","Blanchardstown-Mulhuddart, Fingal","5 - 11 years","","","","","","","","","",""
"2021 October","Blanchardstown-Mulhuddart, Fingal","12 years and over","66.9","1.6","0.7","0.5","","","","","",""
"2021 October","Castleknock, Fingal","5 - 11 years","","","","","","","","","",""
"2021 October","Castleknock, Fingal","12 years and over","86.4","1.2","2","1.7","","","","","",""
"2021 October","Howth-Malahide, Fingal","5 - 11 years","","","","","","","","","",""
"2021 October","Howth-Malahide, Fingal","12 years and over","98.7","0.9","4.2","3.8","","","","","",""
"2021 October","Stillorgan, Dún Laoghaire-Rathdown","5 - 11 years","","","","","","","","","",""
"2021 October","Stillorgan, Dún Laoghaire-Rathdown","12 years and over","94.1","1.3","5.4","5","","","","","",""
"2021 October","Dundrum, Dún Laoghaire-Rathdown","5 - 11 years","","","","","","","","","",""
"2021 October","Dundrum, Dún Laoghaire-Rathdown","12 years and over","89.4","1.1","5.7","5.2","","","","","",""
"2021 October","Glencullen-Sandyford, Dún Laoghaire-Rathdown","5 - 11 years","","","","","","","","","",""
"2021 October","Glencullen-Sandyford, Dún Laoghaire-Rathdown","12 years and over","83.6","1.3","2.3","1.9","","","","","",""
"2021 October","Killiney-Shankill, Dún Laoghaire-Rathdown","5 - 11 years","","","","","","","","","",""
"2021 October","Killiney-Shankill, Dún Laoghaire-Rathdown","12 years and over","87.3","1.3","4.7","4.2","","","","","",""
"2021 October","Dún Laoghaire, Dún Laoghaire-Rathdown","5 - 11 years","","","","","","","","","",""
"2021 October","Dún Laoghaire, Dún Laoghaire-Rathdown","12 years and over","86.4","1.4","6","5.4","","","","","",""
"2021 October","Blackrock, Dún Laoghaire-Rathdown","5 - 11 years","","","","","","","","","",""
"2021 October","Blackrock, Dún Laoghaire-Rathdown","12 years and over","89.5","1.3","5.9","5.5","","","","","",""
"2021 October","Lucan, South Dublin","5 - 11 years","","","","","","","","","",""
"2021 October","Lucan, South Dublin","12 years and over","86.1","1.9","2.2","1.9","","","","","",""
"2021 October","Tallaght Central, South Dublin","5 - 11 years","","","","","","","","","",""
"2021 October","Tallaght Central, South Dublin","12 years and over","84","1.6","2.7","2.4","","","","","",""
"2021 October","Rathfarnham-Templeogue, South Dublin","5 - 11 years","","","","","","","","","",""
"2021 October","Rathfarnham-Templeogue, South Dublin","12 years and over","98.5","1.3","6.3","5.9","","","","","",""
"2021 October","Firhouse-Bohernabreena, South Dublin","5 - 11 years","","","","","","","","","",""
"2021 October","Firhouse-Bohernabreena, South Dublin","12 years and over","95.4","1.7","2.2","1.9","","","","","",""
"2021 October","Tallaght South, South Dublin","5 - 11 years","","","","","","","","","",""
"2021 October","Tallaght South, South Dublin","12 years and over","74.2","2.5","1","0.7","","","","","",""
"2021 October","Clondalkin, South Dublin","5 - 11 years","","","","","","","","","",""
"2021 October","Clondalkin, South Dublin","12 years and over","81.8","1.8","2.3","1.9","","","","","",""
"2021 October","Balbriggan, Fingal","5 - 11 years","","","","","","","","","",""
"2021 October","Balbriggan, Fingal","12 years and over","83.2","1.5","2.5","2.2","","","","","",""
"2021 October","Ongar, Fingal","5 - 11 years","","","","","","","","","",""
"2021 October","Ongar, Fingal","12 years and over","72.8","1.5","0.7","0.5","","","","","",""
"2021 October","Palmerstown-Fonthill, South Dublin","5 - 11 years","","","","","","","","","",""
"2021 October","Palmerstown-Fonthill, South Dublin","12 years and over","80","1.7","2","1.5","","","","","",""
"2021 October","Ballymun-Finglas, Dublin City","5 - 11 years","","","","","","","","","",""
"2021 October","Ballymun-Finglas, Dublin City","12 years and over","76.9","1","4","3.7","","","","","",""
"2021 October","Cabra-Glasnevin, Dublin City","5 - 11 years","","","","","","","","","",""
"2021 October","Cabra-Glasnevin, Dublin City","12 years and over","85.5","1.3","3.8","3.2","","","","","",""
"2021 October","Ballyfermot-Drimnagh, Dublin City","5 - 11 years","","","","","","","","","",""
"2021 October","Ballyfermot-Drimnagh, Dublin City","12 years and over","81.2","1.5","3.5","3.1","","","","","",""
"2021 October","Kimmage-Rathmines, Dublin City","5 - 11 years","","","","","","","","","",""
"2021 October","Kimmage-Rathmines, Dublin City","12 years and over","93","1.6","4.1","3.4","","","","","",""
"2021 October","Pembroke, Dublin City","5 - 11 years","","","","","","","","","",""
"2021 October","Pembroke, Dublin City","12 years and over","95.8","1.4","5","4","","","","","",""
"2021 October","South East Inner City, Dublin City","5 - 11 years","","","","","","","","","",""
"2021 October","South East Inner City, Dublin City","12 years and over","84","1.6","2.2","1.5","","","","","",""
"2021 October","North Inner City, Dublin City","5 - 11 years","","","","","","","","","",""
"2021 October","North Inner City, Dublin City","12 years and over","71.7","1.5","1.8","1.2","","","","","",""
"2021 October","Clontarf, Dublin City","5 - 11 years","","","","","","","","","",""
"2021 October","Clontarf, Dublin City","12 years and over","95","1","5.4","5","","","","","",""
"2021 October","Donaghmede, Dublin City","5 - 11 years","","","","","","","","","",""
"2021 October","Donaghmede, Dublin City","12 years and over","88.4","1.1","4.1","3.9","","","","","",""
"2021 October","Artane-Whitehall, Dublin City","5 - 11 years","","","","","","","","","",""
"2021 October","Artane-Whitehall, Dublin City","12 years and over","86","1.1","5.5","4.9","","","","","",""
"2021 October","South West Inner City, Dublin City","5 - 11 years","","","","","","","","","",""
"2021 October","South West Inner City, Dublin City","12 years and over","78.2","1.5","2.2","1.5","","","","","",""
"2021 October","Ennistimon, Clare","5 - 11 years","","","","","","","","","",""
"2021 October","Ennistimon, Clare","12 years and over","93","1.3","6.3","4.7","","","","","",""
"2021 October","Killaloe, Clare","5 - 11 years","","","","","","","","","",""
"2021 October","Killaloe, Clare","12 years and over","93.4","1.9","4.4","3.1","","","","","",""
"2021 October","Shannon, Clare","5 - 11 years","","","","","","","","","",""
"2021 October","Shannon, Clare","12 years and over","88.6","1.6","3.5","2.8","","","","","",""
"2021 October","Ennis, Clare","5 - 11 years","","","","","","","","","",""
"2021 October","Ennis, Clare","12 years and over","92.9","1.8","4","3.3","","","","","",""
"2021 October","Kilrush, Clare","5 - 11 years","","","","","","","","","",""
"2021 October","Kilrush, Clare","12 years and over","95.1","1.6","5.8","4","","","","","",""
"2021 October","Kanturk, Cork County","5 - 11 years","","","","","","","","","",""
"2021 October","Kanturk, Cork County","12 years and over","94.5","1.2","6.2","4.2","","","","","",""
"2021 October","Fermoy, Cork County","5 - 11 years","","","","","","","","","",""
"2021 October","Fermoy, Cork County","12 years and over","91.5","1.6","4.6","3.6","","","","","",""
"2021 October","Midleton, Cork County","5 - 11 years","","","","","","","","","",""
"2021 October","Midleton, Cork County","12 years and over","89.6","1.6","3.6","2.9","","","","","",""
"2021 October","Carrigaline, Cork County","5 - 11 years","","","","","","","","","",""
"2021 October","Carrigaline, Cork County","12 years and over","98","1.4","3.3","2.6","","","","","",""
"2021 October","Cobh, Cork County","5 - 11 years","","","","","","","","","",""
"2021 October","Cobh, Cork County","12 years and over","93.6","1.5","3.6","2.8","","","","","",""
"2021 October","Bandon-Kinsale, Cork County","5 - 11 years","","","","","","","","","",""
"2021 October","Bandon-Kinsale, Cork County","12 years and over","92.1","1.6","4.6","3.5","","","","","",""
"2021 October","Bantry-West Cork, Cork County","5 - 11 years","","","","","","","","","",""
"2021 October","Bantry-West Cork, Cork County","12 years and over","93.5","1.2","6.4","4.2","","","","","",""
"2021 October","Skibbereen-West Cork, Cork County","5 - 11 years","","","","","","","","","",""
"2021 October","Skibbereen-West Cork, Cork County","12 years and over","92","1.4","5.3","3.9","","","","","",""
"2021 October","Macroom, Cork County","5 - 11 years","","","","","","","","","",""
"2021 October","Macroom, Cork County","12 years and over","94.4","1.4","4.8","3.4","","","","","",""
"2021 October","Mallow, Cork County","5 - 11 years","","","","","","","","","",""
"2021 October","Mallow, Cork County","12 years and over","92.4","1.4","4.8","3.5","","","","","",""
"2021 October","Cork City North West, Cork City","5 - 11 years","","","","","","","","","",""
"2021 October","Cork City North West, Cork City","12 years and over","91.8","1.4","4.3","3.7","","","","","",""
"2021 October","Cork City North East, Cork City","5 - 11 years","","","","","","","","","",""
"2021 October","Cork City North East, Cork City","12 years and over","89.6","1.5","3.8","3.2","","","","","",""
"2021 October","Cork City South East, Cork City","5 - 11 years","","","","","","","","","",""
"2021 October","Cork City South East, Cork City","12 years and over","95.6","1.2","4.7","4.2","","","","","",""
"2021 October","Cork City South Central, Cork City","5 - 11 years","","","","","","","","","",""
"2021 October","Cork City South Central, Cork City","12 years and over","89.4","1.2","4","3.5","","","","","",""
"2021 October","Cork City South West, Cork City","5 - 11 years","","","","","","","","","",""
"2021 October","Cork City South West, Cork City","12 years and over","89.7","1.2","4.5","4","","","","","",""
"2021 October","Glenties, Donegal","5 - 11 years","","","","","","","","","",""
"2021 October","Glenties, Donegal","12 years and over","92","1.5","8.6","6.1","","","","","",""
"2021 October","Milford, Donegal","5 - 11 years","","","","","","","","","",""
"2021 October","Milford, Donegal","12 years and over","86.3","1.5","5.9","3.9","","","","","",""
"2021 October","Carndonagh, Donegal","5 - 11 years","","","","","","","","","",""
"2021 October","Carndonagh, Donegal","12 years and over","69.3","2.1","4.2","2.9","","","","","",""
"2021 October","Buncrana, Donegal","5 - 11 years","","","","","","","","","",""
"2021 October","Buncrana, Donegal","12 years and over","58","1.2","3.6","2.6","","","","","",""
"2021 October","Donegal, Donegal","5 - 11 years","","","","","","","","","",""
"2021 October","Donegal, Donegal","12 years and over","87.8","1.7","4.9","3.3","","","","","",""
"2021 October","Letterkenny, Donegal","5 - 11 years","","","","","","","","","",""
"2021 October","Letterkenny, Donegal","12 years and over","84.6","1.4","3.1","2.1","","","","","",""
"2021 October","Lifford-Stranorlar, Donegal","5 - 11 years","","","","","","","","","",""
"2021 October","Lifford-Stranorlar, Donegal","12 years and over","79.1","1.5","4.7","2.9","","","","","",""
"2021 October","Conamara North, Galway County","5 - 11 years","","","","","","","","","",""
"2021 October","Conamara North, Galway County","12 years and over","92.3","1.5","6.5","3.8","","","","","",""
"2021 October","Tuam, Galway County","5 - 11 years","","","","","","","","","",""
"2021 October","Tuam, Galway County","12 years and over","92.9","1.7","5","3.9","","","","","",""
"2021 October","Ballinasloe, Galway County","5 - 11 years","","","","","","","","","",""
"2021 October","Ballinasloe, Galway County","12 years and over","92.5","1.3","6","4.6","","","","","",""
"2021 October","Loughrea, Galway County","5 - 11 years","","","","","","","","","",""
"2021 October","Loughrea, Galway County","12 years and over","93.3","1.9","5.4","3.5","","","","","",""
"2021 October","Athenry-Oranmore, Galway County","5 - 11 years","","","","","","","","","",""
"2021 October","Athenry-Oranmore, Galway County","12 years and over","91.9","1.7","3.9","2.9","","","","","",""
"2021 October","Gort-Kinvara, Galway County","5 - 11 years","","","","","","","","","",""
"2021 October","Gort-Kinvara, Galway County","12 years and over","96.4","1.6","4.1","2.9","","","","","",""
"2021 October","Conamara South, Galway County","5 - 11 years","","","","","","","","","",""
