GP_Name,GP_Address,GP_LocationText,GP_LocationLink,latitude,longitude,latitude,longitude
Belturbet Medical Practice,"Deanery Street, Belturbet, Cavan, H14  Pd30",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H14 Pd30,NA,NA,54.1019034,-7.4398387
Belvedere Surgery,"Douglas Road, Ballinlough, Cork, T12  D57t",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 D57t,NA,NA,51.8845421,-8.449718
Bettystown Medical Practice,"20 Brookside, Bettystown, Meath, A92  Pa02",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 Pa02,NA,NA,53.6954451,-6.2438065
Bio Force Medical & Wellness Clinic,"1st Floor George's Quay House, George's Quay, Limerick, Limerick, V94  Yw9t",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Yw9t,NA,NA,52.66665399999999,-8.6206085
Birchview Surgery,"Airton Road, Tallaght, Dublin, D24  Cf75",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Moxuaescuadmn2uh6,NA,NA,53.2936778,-6.3628692
Bishop Street Medical Center,"Bishop Street, Tuam, Galway, H54  A243",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H54 A243,NA,NA,53.5159953,-8.8485526
Blackglen Medical,"Unit 7 Blackglen Village Centre, Sandyford, Dublin, D18  Kn23",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 Kn23,NA,NA,53.2687161,-6.242790599999999
Blackpool Bridge Surgery,"83 Thomas Davis Street, Blackpool, Cork, T23  K7y4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 K7y4,NA,NA,51.9132984,-8.4720204
Blackpool Medical Centre,"90 Great William O'brien Street, Blackpool, Cork, T23  Tr7a",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 Tr7a,NA,NA,51.910993,-8.4743207
Blackrock Family Practice,"41 Main Street, Blackrock, Dublin, A94  D5p2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 D5p2,NA,NA,53.3009425,-6.1772867
Blackrock Family Practice,"Main Street, Blackrock, Louth, A91  Xt9d",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Xt9d,NA,NA,53.9633771,-6.3660222
Blackrock Medical Centre,"Frascati Shopping Centre, Blackrock, Dublin, A94  H6v9",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Q2afdjdnsbvqdymx7,NA,NA,53.30068869999999,-6.1824743
Blackrock Medical Centre,"Main Street, Blackrock, Louth, A91  Pyy3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Pyy3,NA,NA,53.9636404,-6.365849
Blackrock Medical Centre Cork,"74 Skehard Road, Blackrock, Cork, T12  X2dt",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 X2dt,NA,NA,51.8881761,-8.4218307
Blackrock Medical Clinic,"34 Main Street, Blackrock, Dublin, A94  T6h3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 T6h3,NA,NA,53.3011607,-6.176746899999999
Blackrock Medical Practice,"62 Newtownpark Avenue, Blackrock, Dublin, A94  Dh59",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Dh59,NA,NA,53.291142,-6.1713876
Blackwater Medical,"12a Millenium Park, Foxhole, Youghal, Cork, P36  Kr97",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P36 Kr97,NA,NA,51.9707529,-7.862343399999999
Blanchardstown Medical Centre,"2 Main Street, Blanchardstown, Dublin, D15  Ehn9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Ehn9,NA,NA,53.3869674,-6.3772764
Blarney Medical Centre,"Monacnappa, Blarney, Cork, T23  Eay1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 Eay1,NA,NA,51.9340261,-8.569967499999999
Blessington Family Practice,"Main Street, Blessington, Wicklow, W91  H704",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 H704,NA,NA,53.1706809,-6.5327667
Bloomfield Health Services,"Stocking Lane, Rathfarnham, Dublin, D16  C6t4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 C6t4,NA,NA,53.2730519,-6.3062557
Blossom Gate Medical Centre,"Kilmallock Primary Care Centre, Kilmallock Business Park, Kilmallock, Limerick, V35  K389",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V35 K389,NA,NA,52.40677669999999,-8.5825953
Boghall Surgery,"Boghall Shopping Centre, Boghall Road, Bray, Wicklow, A98  Hy72",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A98 Hy72,NA,NA,53.1893548,-6.1224004
Borris In Ossory Health Centre,"Sentry Hill, Borris-In-Ossory, Laois, R32  Dpx8",Location And Directions - Google Maps,Https://Maps.app.goo.gl/53usffmpj2gp9yaw7,NA,NA,52.9390216,-7.6320595
Borrisokane Health Centre,"Marian Avenue, Borrisokane, Tipperary, E45  Ec61",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E45 Ec61,NA,NA,52.9919554,-8.1224732
Boston Medical Centre,"Saint Anne's, Dublin Road, Portlaoise, Laois, R32  N9dd",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R32 N9dd,NA,NA,53.0389308,-7.276356100000001
Botanic Road Surgery,"97 Botanic Road, Glasnevin, Dublin, D09  E361",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 E361,NA,NA,53.36917140000001,-6.269128599999999
Bothwell & Coates,"3 Upper Main Street, Arklow, Wicklow, Y14  C9d8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y14 C9d8,NA,NA,52.79764979999999,-6.1590842
Boyd Medical,"278 River Forest, Leixlip, Kildare, W23  A599",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 A599,NA,NA,53.3722641,-6.488302999999999
Boyle Medical Centre,"Elphin Street, Boyle, Roscommon, F52  A324",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Ta4qb5ifvsypc2399,NA,NA,53.96988,-8.30135
Boyne Medical Practice,"Unit 12 Boyne Shopping Centre, Bolton Street, Drogheda, Louth, A92  E283",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 E283,NA,NA,53.7175799,-6.3556878
Bracken Family Practice,"70 Dublin Street, Balbriggan, Dublin, K32  Hc94",Location And Directions - Google Maps,Https://Maps.app.goo.gl/24xorvva291qfgot9,NA,NA,53.6052584,-6.1838326
Bradshaws Lane Surgery,"Bradshaw's Lane, Arklow, Wicklow, Y14  E190",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y14 E190,NA,NA,52.7980155,-6.1565897
Braemor Family Practice,"119b Braemor Road, Rathfarnham, Dublin, D14  Vk46",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 Vk46,NA,NA,53.3003334,-6.2636667
Brandon Medical Centre,"5 Hoffmans Terrace, Basin Road, Tralee, Kerry, V92  Xa7k",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 Xa7k,NA,NA,52.2680626,-9.7111925
Bray Family Practice,"Saint Helen's, Meath Road, Bray, Wicklow, A98  Y8x9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A98 Y8x9,NA,NA,53.19935479999999,-6.0983866
Bray Medical Centre,"Clonmore, Herbert Road, Bray, Wicklow, A98  K1k0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A98 K1k0,NA,NA,53.1965642,-6.124258
Breda Synnott,"Brookstone Road, Baldoyle, Dublin, D13  Hd36",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 Hd36,NA,NA,53.3971362,-6.1353297
Bridge Medical Practice,"Carrigaline Primary Care Centre, Kilnagleary, Carrigaline, Cork, P43  X095",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P43 X095,NA,NA,51.8090633,-8.373176599999999
Bridge Surgery,"The Square, Sixmilebridge, Clare, V95  W8yw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 W8yw,NA,NA,52.74213,-8.772535399999999
Bridgetown Health Centre,"Main Street, Bridgetown, Wexford, Y35  P2pd",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Uetqrnugtm2jzwgj9,NA,NA,52.2323429,-6.553362799999999
Broadford Surgery,"Main Street, Broadford, Limerick, P56  E062",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Hidfcn7qk8gpknbm9,NA,NA,52.3452812,-8.9764718
Broad Lane Family Practice,"72 Great William O'brien Street, Blackpool, Cork, T23  Edx9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 Edx9,NA,NA,51.9097684,-8.4750993
Brookhaven Medical Centre,"Blackcourt Road, Blanchardstown, Dublin, D15  T9nh",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Knzxkvgn7xzuuywn6,NA,NA,53.3992878,-6.3792309
Brooklands Medical Practice,"5 Main Street, Castleisland, Kerry, V92  Wpe0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 Wpe0,NA,NA,52.2304859,-9.464603499999999
Brooklane Medical Centre,"Millbrook, New Road, Bandon, Cork, P72  Yh72",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P72 Yh72,NA,NA,51.7405206,-8.742501599999999
Brú Medical Clinic,"Wellington Quay, Drogheda, Louth, A92  E0yx",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 E0yx,NA,NA,53.7137319,-6.3543583
Bryanstown Medical Centre,"Bryanstown, Dublin Road, Drogheda, Louth, A92  Hht2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 Hht2,NA,NA,53.7065241,-6.3247207
"Buggle, Mccabe And O'connell","Sheltonville, 15 Ferrybank, Arklow, Wicklow, Y14  K300",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y14 K300,NA,NA,52.8006764,-6.1490296
Buglers Medical Practice,"Ard Na Greine, Ennis, Clare, V95  Yn9v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 Yn9v,NA,NA,52.8397492,-8.9797275
Buncrana Medical Centre,"Maginn Avenue, Buncrana, Donegal, F93  Ka02",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F93 Ka02,NA,NA,55.13454,-7.4519964
Burren Medical Centre,"Market Street, Corofin, Clare, V95  Faw9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 Faw9,NA,NA,52.94623,-9.067012799999999
Burtonport Health Centre,"Ailt An Chorrain, Burtonport, Donegal, F94  Ap0k",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Utptqt6dxdxzoort6,NA,NA,54.983743,-8.441086
Cabra Medical Centre,"109 Cabra Road, Cabra East, Dublin, D07  Xh5v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 Xh5v,NA,NA,53.3613361,-6.285079100000001
Caherconlish Health Centre,"Templemichael, Caherconlish, Limerick, V94  Ty72",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Xf4ftk5jgqkb1daf8,NA,NA,52.5937805,-8.4698105
Cahernane Medical Centre,"42 Cahernane Meadows, Killarney, Kerry, V93  P6de",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V93 P6de,NA,NA,52.0508626,-9.5089249
Cahill O'donnell Practice,"Blackrock Hall Primary Care Centre, Blackrock Avenue, Blackrock, Cork, T12  X3fv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 X3fv,NA,NA,51.8915229,-8.4110554
Cahir Road Medical Centre,"Cahir Road, Cashel, Tipperary, E25  N289",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E25 N289,NA,NA,52.5081494,-7.8911717
Calderwood Family Clinic,"28 Sion Hill Road, Drumcondra, Dublin, D09  Px99",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 Px99,NA,NA,53.3756281,-6.2393924
Callan Medical Centre,"Friary Walk Retail Park, Clashacollare, Callan, Kilkenny, R95  N8xk",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Xnzxh4qrhpqlcvhaa,NA,NA,52.5511647,-7.3820407
Camden Medical,"The Meath Primary Care Centre, Heytesbury Street, Portobello, Dublin, D08  Hx97",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 Hx97,NA,NA,53.3358877,-6.269648999999999
Camp Street Surgery,"Lower Camp Street, Oughterard, Galway, H91  R2xf",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 R2xf,NA,NA,53.4318681,-9.318333
Cannon Street Surgery,"Cannon Street, Kells, Meath, A82  F8w9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A82 F8w9,NA,NA,53.7274179,-6.8813115
Cantillon/Gaughran Surgery,"Main Street, Carrigaline, Cork, P43  Ev77",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P43 Ev77,NA,NA,51.8129635,-8.3924452
Capel Street Medical Centre,"138 Capel Street, Dublin, D01  C4e9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D01 C4e9,NA,NA,53.34786,-6.2687271
Cappawhite Health Centre,"Main Street Upper, Cappawhite, Tipperary, E34  F822",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E34 F822,NA,NA,52.5822001,-8.16351
Cara Medical Centre,"Gortboy, Newcastle West, Limerick, V42  Xy38",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V42 Xy38,NA,NA,52.45466330000001,-9.0524422
Carepoint Medical Centre,"4 Mulvoy Park, Galway City, Galway, H91  En26",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 En26,NA,NA,53.2818674,-9.0407726
Carewell Medical Centre,"67 Oaklawns, Mullingar, Westmeath, N91  Xh63",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Xh63,NA,NA,53.5204879,-7.3644909
Carlingford Medical Centre,"Trinity Close, Carlingford, Louth, A91  Pex2",Location And Directions - Google Maps,Https://Maps.app.goo.gl/2veeckhc2tgmm918a,NA,NA,54.0385714,-6.1868734
Carna Health Centre,"Letterdeskert, Carna, Galway, H91  Tny0",Location And Directions - Google Maps,Https://Maps.app.goo.gl/T8sauejrikqxyyhi9,NA,NA,53.3235811,-9.828192699999999
Carndonagh Health Centre,"Allyloskey Road, Carndonagh, Donegal, F93  Rd74",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F93 Rd74,NA,NA,55.2338761,-7.2597551
Carraig Medical Centre,"5 Gas Terrace, Tralee, Kerry, V92  F5hf",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 F5hf,NA,NA,52.2700825,-9.7088653
Carraig Mervue Family Practice,"College Road, Carrignavar, Cork, T34  Rx79",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T34 Rx79,NA,NA,51.9883604,-8.4678571
Carraroe Health Centre,"Carraroe, Barraderry, Galway, H91  X6v9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 X6v9,NA,NA,53.2613837,-9.606310599999999
Carrick Family Practice,"Mary Immaculate Centre, Summerhill, Carrick-On-Shannon, Leitrim, N41  Nx21",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N41 Nx21,NA,NA,53.9479859,-8.089247799999999
Carrick House Family Practice,"47 O'neill Street, Carrickmacross, Monaghan, A81  X208",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A81 X208,NA,NA,53.9762107,-6.7162543
Carrick Medical Centre,"Townparks, Carrick-On-Shannon, Leitrim, N41  E3c9",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Spogji5bzrgkqie86,NA,NA,53.9445309,-8.092854299999999
Carrick Road Medical Centre,"Lis Na Dara, Dundalk, Louth, A91  Htx3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Htx3,NA,NA,54.0011097,-6.424141199999999
Carrigaholt Health Centre,"Rinemackaderrig, Carrigaholt, Clare, V15  Da21",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V15 Da21,NA,NA,52.60120620000001,-9.708794
Carrigaline Medical Practice,"Carrig House, Old Waterpark, Carrigaline, Cork, P43  Ea48",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P43 Ea48,NA,NA,51.8148893,-8.390318299999999
Carrigallen Health Centre,"Clooncorick, Carrigallen, Leitrim, H12  K5n7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H12 K5n7,NA,NA,53.9768459,-7.6405772
Carrigart Medical Practice,"Glengillagrana High, Carrigart, Letterkenny, Donegal, F92  H9rv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F92 H9rv,NA,NA,55.1373063,-7.799934099999999
Carrig Clinic,"96 Heathervue, Greystones, Wicklow, A63  X659",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A63 X659,NA,NA,53.1446864,-6.0697112
Carrigdean Medical Centre,"Togher Road, Togher, Cork, T12  Ac8v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Ac8v,NA,NA,51.8770291,-8.4938744
Carrigdhoun Surgery,"Williamstown Road, Waterford City, Waterford, X91  Ck31",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Ck31,NA,NA,52.2347293,-7.0759663
Carrig Medical Centre,"Station Road, Carrigaline, Cork, P43  Yn96",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P43 Yn96,NA,NA,51.8175212,-8.3890857
Carrigtwohill Clinic,"Carrigtwohill Shopping & Business Centre, Carrigtwohill, Cork, T45  W673",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T45 W673,NA,NA,51.9091592,-8.2566174
Carr Medical Centre,"26 Frances Street, Kilrush, Clare, V15  Rd82",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V15 Rd82,NA,NA,52.6371146,-9.4876051
Carysfort Clinic,"11 Proby Square, Blackrock, Dublin, A94  Ad91",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Ad91,NA,NA,53.2926391,-6.179595600000001
Cashel Medical Centre,"Feehan's Road, Cashel, Tipperary, E25  Rd21",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E25 Rd21,NA,NA,52.5148288,-7.8844402
Castlebar Family Practice,"Bridge Lane, Castlebar, Mayo, F23  Ax67",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F23 Ax67,NA,NA,53.8572607,-9.2968432
Castlecomer Medical Centre,"Barrack Street, Castlecomer, Kilkenny, R95  E516",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 E516,NA,NA,52.8047024,-7.217966
Castleconnell Medical Practice,"Castleconnell Health Centre, Castleconnell, Limerick, V94  Xr96",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Xr96,NA,NA,52.7132709,-8.501951
Castle Gardens Surgery,"Castle Road, Kilkenny, Kilkenny, R95  Ay8r",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 Ay8r,NA,NA,52.6482796,-7.2456955
Castlegregory Medical Centre,"Clossguire, Castlegregory, Kerry, V92  Kn90",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 Kn90,NA,NA,52.256589,-10.0215515
Castleknock Medical Centre,"Auburn Drive, Castleknock, Dublin, D15  Wyh9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Wyh9,NA,NA,53.3787666,-6.3571242
Castleknock Village Medical,"Medical Centre, Castleknock Square, Castleknock, Dublin, D15  P3vx",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 P3vx,NA,NA,53.3783369,-6.3583395
Castlemeadow Family Practice,"Castlemeadow Court, Tirkeenan, Monaghan, H18  D682",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H18 D682,NA,NA,54.246277,-6.967233599999999
Castle Medical Centre,"Station Road, Castlebar, Mayo, F23  Px68",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F23 Px68,NA,NA,53.8489207,-9.2887971
Castle Medical Centre,"Unit 4 Centrepoint, Liosban Industrial Estate, Tuam Road, Galway City, Galway, H91  Y61x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Y61x,NA,NA,53.2857277,-9.037364499999999
Castle Medical Centre,"9 Bridge Street, Swords, Dublin, K67  Kx63",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 Kx63,NA,NA,53.4591869,-6.2209201
Castlepollard Medical Practice,"Green Street, Castlepollard, Westmeath, N91  Pk68",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Pk68,NA,NA,53.682409,-7.3008845000000004
Castlerea Medical Centre,"Barrack Street, Castlerea, Roscommon, F45  Pd68",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F45 Pd68,NA,NA,53.7667597,-8.4852567
Castle Street Family Practice,"Castle Street, Roscommon Town, Roscommon, F42  P797",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F42 P797,NA,NA,53.6345698,-8.1899157
Castle Street Medical Centre,"3 Castle Street, Carrick-On-Suir, Tipperary, E32  W026",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E32 W026,NA,NA,52.3453943,-7.4085828
Castletown Clinic,"133/135 Castletown Road, Dundalk, Louth, A91  Vhr3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Vhr3,NA,NA,54.0125666,-6.409986
Castletown Geoghegan Health Centre,"Wood Side, Castletown Geoghegan, Westmeath, N91  Nx83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Nx83,NA,NA,53.4429467,-7.4845124
Castletymon Surgery,"6 Castletymon Green, Tymon Road, Tallaght, Dublin, D24  X6y7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 X6y7,NA,NA,53.2950455,-6.341944499999999
Castleview Medical Centre,"Kealgorm House, Killarney Road, Castleisland, Kerry, V92  Ay88",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 Ay88,NA,NA,52.2291374,-9.4677151
Catherine Street Medical Centre,"18 Catherine Street, Waterford City, Waterford, X91  W0ha",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 W0ha,NA,NA,52.25763019999999,-7.107469099999999
Cavan Medical Practice,"113 College Street, Cavan Town, Cavan, H12  A9p2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H12 A9p2,NA,NA,53.988187,-7.3621045999999994
Cedar House Surgery,"Cedar House, Ardkeen Shopping Centre, Dunmore Road, Waterford, X91  Xex8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Xex8,NA,NA,52.2463815,-7.083129199999999
Cedarville Medical Centre,"34 Cedarville, Abbeyfeale, Limerick, V94  Ca4p",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Ca4p,NA,NA,52.3846048,-9.295226500000002
Centenary Medical Centre,"Centenary Square, Longford, Longford, N39  Tx33",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N39 Tx33,NA,NA,53.7275259,-7.8001309
Central Park Medical,"Building 8 Vantage West, Central Park, Leopardstown, Dublin, D18  K5fv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 K5fv,NA,NA,53.2699232,-6.2048852
